ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	Subunits comment	SWISSPROT organism	subunits(Protein name)	Disease comment	PubMed ID	subunits(Gene name)	Complex comment
277	RFC complex	Human	None	None	P35249;P35250;P35251;P40937;P40938	5984;5982;5981;5985;5983	MI:0006- anti bait coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006260;GO:0003677;GO:0005524;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA replication;DNA binding;ATP binding;nucleus	01.04;10.01.03;16.03.01;16.19.03;70.10	phosphate metabolism;DNA synthesis and replication;DNA binding;ATP binding;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Replication factor C subunit 5;Replication factor C subunit 3	None	8692848	RFC4;RFC2;RFC1;RFC5;RFC3	The subunits of the RFC complex have been reconstituted in an in vitro experiment. The Rfc complex works as a clamp loader.
278	RFC core complex	Human	None	None	P35249;P35250;P40937	5984;5982;5985	MI:0006- anti bait coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006260;GO:0003677;GO:0005524;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA replication;DNA binding;ATP binding;nucleus	01.04;10.01.03;16.03.01;16.19.03;70.10	phosphate metabolism;DNA synthesis and replication;DNA binding;ATP binding;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 5	None	8692848	RFC4;RFC2;RFC5	The subunits of the RFC complex have been reconstituted in an in vitro experiment.
279	RFC complex (activator A 1 complex)	Human	None	None	P35249;P35250;P35251;P40937;P40938	5984;5982;5981;5985;5983	MI:0029- cosedimentation through density gradients	GO:0006794;GO:0006796;GO:0006260;GO:0003677;GO:0005524;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA replication;DNA binding;ATP binding;nucleus	01.04;10.01.03;16.03.01;16.19.03;70.10	phosphate metabolism;DNA synthesis and replication;DNA binding;ATP binding;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Replication factor C subunit 5;Replication factor C subunit 3	None	1670772	RFC4;RFC2;RFC1;RFC5;RFC3	Activator 1 (A1) is a multiprotein complex which is essential for proliferating cell nuclear antigen (PCNA)-dependent DNA polymerase delta (pol delta) activity and efficient in vitro DNA synthesis in the SV40 dipolymerase replication system (PMID:1670772).
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	Human	None	None	P04406;P09429;P11142;P26583;P30101	2597;3146;3312;3148;2923	MI:0413- electrophoretic mobility shift assay	GO:0006281;GO:0003677;GO:0006974;GO:0005634	DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus	10.01.05;10.01.05.01;16.03.01;32.01.09;70.10	DNA recombination and DNA repair;DNA repair;DNA binding;DNA damage response;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Glyceraldehyde-3-phosphate dehydrogenase;High mobility group protein B1;Heat shock cognate 71 kDa protein;High mobility group protein B2;Protein disulfide-isomerase A3	None	12517784	GAPDH;HMGB1;HSPA8;HMGB2;PDIA3	The protein/DNA complex was isolated from human leukemia cells deficient in components of the mismatch repair system (Nalm6). This complex detects changes in DNA structure caused by incorporation of nonnatural nucleosides and is a determinant of cell sensitivity to such DNA modifying chemotherapy. The authors show that murine fibroblasts deficient in one component of the complex, Hmgb1, are 10-fold more resistant to thiopurine treatment than their wild-type counterparts.
281	NELF complex (Negative elongation factor complex)	Human	None	None	P18615;Q8IXH7;Q8WX92;Q9H3P2	7936;51497;25920;7469	MI:0226- ion exchange chromatography; MI:0029- cosedimentation through density gradients; MI:0071- molecular sieving	GO:0006354;GO:0016564;GO:0003723;GO:0051098;GO:0005515;GO:0051090;GO:0005634	DNA-templated transcription, elongation;obsolete transcription repressor activity;RNA binding;regulation of binding;protein binding;regulation of sequence-specific DNA binding transcription factor activity;nucleus	11.02.03.01.04;11.02.03.04.03;16.03.03;18.01.07;16.01;18.02.09;70.10	transcription elongation;transcription repression;RNA binding;regulation by binding / dissociation;protein binding;regulator of transcription factor;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Negative elongation factor E;Negative elongation factor C/D;Negative elongation factor B;Negative elongation factor A	None	10199401	RDBP;TH1L;COBRA1;WHSC2	NELF cooperates with DSIF and strongly represses POLII elongation.
282	SNF2h-cohesin-NuRD complex	Human	ISWI (SNF2h)-containing chromatin remodeling complex	None	O60216;O60264;O94776;O95983;Q09028;Q12873;Q13330;Q13547;Q14683;Q16576;Q8N3U4;Q8WVM7;Q92769;Q9NRL2;Q9UBB5;Q9UQE7	5885;8467;9219;53615;5928;1107;9112;3065;8243;5931;10735;10274;3066;11177;8932;9126	MI:0226- ion exchange chromatography; MI:0071- molecular sieving	GO:0006265;GO:0003677;GO:0051276;GO:0005694	DNA topological change;DNA binding;chromosome organization;chromosome	10.01.09.05;16.03.01;10.01.02;42.10.03;70.10.03	DNA conformation modification (e.g. chromatin);DNA binding;DNA topology;organization of chromosome structure;chromosome	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Double-strand-break repair protein rad21 homolog;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Metastasis-associated protein MTA2;Methyl-CpG-binding domain protein 3;Histone-binding protein RBBP4;Chromodomain-helicase-DNA-binding protein 3;Metastasis-associated protein MTA1;Histone deacetylase 1;Structural maintenance of chromosomes protein 1A;Histone-binding protein RBBP7;Cohesin subunit SA-2;Cohesin subunit SA-1;Histone deacetylase 2;Bromodomain adjacent to zinc finger domain protein 1A;Methyl-CpG-binding domain protein 2;Structural maintenance of chromosomes protein 3	None	12198550	RAD21;SMARCA5;MTA2;MBD3;RBBP4;CHD3;MTA1;HDAC1;SMC1A;RBBP7;STAG2;STAG1;HDAC2;BAZ1A;MBD2;SMC3	The association of the complex with chromatin can be regulated by the state of DNA methylation.
283	Sin3 complex	Human	Histone deacetylase complex	None	O00422;O75446;Q09028;Q13547;Q16576;Q92769;Q96ST3	10284;8819;5928;3065;5931;3066;25942	MI:0004- affinity chromatography technologies	GO:0006265;GO:0016564;GO:0006473;GO:0006476;GO:0005515;GO:0051276	DNA topological change;obsolete transcription repressor activity;protein acetylation;protein deacetylation;protein binding;chromosome organization	10.01.09.05;11.02.03.04.03;14.07.04;16.01;18.01.07;10.01.02;42.10.03	DNA conformation modification (e.g. chromatin);transcription repression;modification by acetylation, deacetylation;protein binding;regulation by binding / dissociation;DNA topology;organization of chromosome structure	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Histone deacetylase complex subunit SAP18;Histone deacetylase complex subunit SAP30;Histone-binding protein RBBP4;Histone deacetylase 1;Histone-binding protein RBBP7;Histone deacetylase 2;Paired amphipathic helix protein Sin3a	None	9651585	SAP18;SAP30;RBBP4;HDAC1;RBBP7;HDAC2;SIN3A	None
284	CRSP complex	Human	Cofactor required for Sp1	None	O43513;O60244;O75448;O75586;O95402;Q13503;Q15648;Q71SY5;Q96RN5;Q9NVC6;Q9ULK4	9443;9282;9862;10001;9441;9412;5469;81857;51586;9440;9439	MI:0029- cosedimentation through density gradients; MI:0004- affinity chromatography technologies	GO:0016563;GO:0005515;GO:0005694	obsolete transcription activator activity;protein binding;chromosome	11.02.03.04.01;16.01;18.01.07;70.10.03	transcription activation;protein binding;regulation by binding / dissociation;chromosome	Information about four small protein subunits of the protein complex was not available in the article.	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Mediator of RNA polymerase II transcription subunit 7;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 6;Mediator of RNA polymerase II transcription subunit 26;Mediator of RNA polymerase II transcription subunit 21;Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 25;Mediator of RNA polymerase II transcription subunit 15;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 23	None	11834832	MED7;MED14;MED24;MED6;MED26;MED21;MED1;MED25;MED15;MED17;MED23	The activator-recruited cofactor ARC consists of the two distinct multisubunit complexes ARC-L and CRSP. Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.
285	PCNA-MLH1-PMS1 complex	Human	None	None	P12004;P40692;P54277	5111;4292;5378	MI:0107- surface plasmon resonance	GO:0006260;GO:0006281;GO:0005634	DNA replication;DNA repair;nucleus	10.01.03;10.01.05;10.01.05.01;70.10	DNA synthesis and replication;DNA recombination and DNA repair;DNA repair;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens	Proliferating cell nuclear antigen;DNA mismatch repair protein Mlh1;PMS1 protein homolog 1	None	16303135	PCNA;MLH1;PMS1	The authors show that PCNA interacts with MSH2-MSH6 with a higher affinity than with MLH1-PMS1. PCNA acts as a scaffold for consecutive protein-protein interactions.
286	PCNA-MSH2-MSH6 complex	Human	None	None	P12004;P43246;P52701	5111;4436;2956	MI:0107- surface plasmon resonance	GO:0006260;GO:0006281;GO:0005634	DNA replication;DNA repair;nucleus	10.01.03;10.01.05;10.01.05.01;70.10	DNA synthesis and replication;DNA recombination and DNA repair;DNA repair;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens	Proliferating cell nuclear antigen;DNA mismatch repair protein Msh2, ;DNA mismatch repair protein Msh6,	None	16303135	PCNA;MSH2;MSH6	The authors show that PCNA interacts with MSH2-MSH6 with a higher affinity than with MLH1-PMS1.
287	ARC-L complex	Human	None	None	O43513;O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q71SY5;Q93074;Q96RN5;Q9NVC6;Q9UHV7;Q9ULK4	9443;9282;9862;10001;892;1024;9412;5469;81857;9968;51586;9440;9969;9439	MI:0029- cosedimentation through density gradients; MI:0004- affinity chromatography technologies	GO:0005515;GO:0051098;GO:0005515;GO:0051090;GO:0005694	protein binding;regulation of binding;protein binding;regulation of sequence-specific DNA binding transcription factor activity;chromosome	16.01;18.01.07;18.02.09;70.10.03	protein binding;regulation by binding / dissociation;regulator of transcription factor;chromosome	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Mediator of RNA polymerase II transcription subunit 7;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 6;Cyclin-C;Cell division protein kinase 8;Mediator of RNA polymerase II transcription subunit 21;Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 25;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 15;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 23	None	11834832	MED7;MED14;MED24;MED6;CCNC;CDK8;MED21;MED1;MED25;MED12;MED15;MED17;MED13;MED23	Experiemts show that the transcription coactivator ARC is required for SREBP (sterol regulatory element binding protein) control of cholesterol and lipid homeostasis. The activator-recruited cofactor ARC consists of the two distinct multisubunit complexes ARC-L and CRSP; Information about four small components of the protein complex is not available in the article. Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.
288	ARC complex	Human	activator-recruited cofactor	None	O43513;O60244;O75448;O75586;O95402;P24863;P49336;Q13503;Q15648;Q71SY5;Q93074;Q96RN5;Q9NVC6;Q9UHV7;Q9ULK4	9443;9282;9862;10001;9441;892;1024;9412;5469;81857;9968;51586;9440;9969;9439	MI:0029- cosedimentation through density gradients; MI:0004- affinity chromatography technologies	GO:0016563;GO:0005515;GO:0051098;GO:0005515;GO:0051090;GO:0005694	obsolete transcription activator activity;protein binding;regulation of binding;protein binding;regulation of sequence-specific DNA binding transcription factor activity;chromosome	11.02.03.04.01;16.01;18.01.07;18.02.09;70.10.03	transcription activation;protein binding;regulation by binding / dissociation;regulator of transcription factor;chromosome	Information about four small components of the protein complex is not available in the article.	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Mediator of RNA polymerase II transcription subunit 7;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 6;Mediator of RNA polymerase II transcription subunit 26;Cyclin-C;Cell division protein kinase 8;Mediator of RNA polymerase II transcription subunit 21;Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 25;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 15;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 23	None	11834832	MED7;MED14;MED24;MED6;MED26;CCNC;CDK8;MED21;MED1;MED25;MED12;MED15;MED17;MED13;MED23	Experiemts show that the transcription coactivator ARC is required for SREBP (sterol regulatory element binding protein) control of cholesterol and lipid homeostasis. The activator-recruited cofactor ARC consists of the two distinct multisubunit complexes ARC-L and CRSP. Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.
289	PCNA-MSH2-MSH6 complex	Human	None	None	P12004;P43246;P52701	5111;4436;2956	MI:0096- pull down; MI:0004- affinity chromatography technologies	GO:0006281;GO:0005634	DNA repair;nucleus	10.01.05;10.01.05.01;70.10	DNA recombination and DNA repair;DNA repair;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens	Proliferating cell nuclear antigen;DNA mismatch repair protein Msh2, ;DNA mismatch repair protein Msh6,	None	11005803	PCNA;MSH2;MSH6	PCNA binds to MSH2-MSH6 complex.
290	MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex	Human	None	None	P12004;P40692;P43246;P54278	5111;4292;4436;5395	MI:0006- anti bait coimmunoprecipitation	GO:0006281;GO:0003677;GO:0006974;GO:0005634	DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus	10.01.05;10.01.05.01;16.03.01;32.01.09;70.10	DNA recombination and DNA repair;DNA repair;DNA binding;DNA damage response;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Proliferating cell nuclear antigen;DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2, ;Mismatch repair endonuclease PMS2	None	9469823	PCNA;MLH1;MSH2;PMS2	Formation of the initiation complex is ATP-dependent.
291	MSH2-MLH1-PMS2 DNA-repair initiation complex	Human	None	None	P40692;P43246;P54278	4292;4436;5395	MI:0006- anti bait coimmunoprecipitation	GO:0006281;GO:0003677;GO:0005634	DNA repair;DNA binding;nucleus	10.01.05;10.01.05.01;16.03.01;70.10	DNA recombination and DNA repair;DNA repair;DNA binding;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens	DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2, ;Mismatch repair endonuclease PMS2	None	9469823	MLH1;MSH2;PMS2	Formation of the initiation complex is ATP-dependent.
292	MutL-alpha complex	Human	MLH1-PMS2 complex	None	P40692;P54278	4292;5395	MI:0029- cosedimentation through density gradients	GO:0006281;GO:0003677;GO:0006974;GO:0005634	DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus	10.01.05;10.01.05.01;16.03.01;32.01.09;70.10	DNA recombination and DNA repair;DNA repair;DNA binding;DNA damage response;nucleus	None	Homo sapiens;Homo sapiens	DNA mismatch repair protein Mlh1;Mismatch repair endonuclease PMS2	None	7892206	MLH1;PMS2	None
293	PCNA-DNA polymerase delta complex	Mouse	None	None	O35654;P17918;P52431;Q9CWP8;Q9EQ28	18972;18538;18971;69745;67967	MI:0004- affinity chromatography technologies; MI:0029- cosedimentation through density gradients	GO:0006260;GO:0006281;GO:0005634	DNA replication;DNA repair;nucleus	10.01.03;10.01.05;10.01.05.01;70.10	DNA synthesis and replication;DNA recombination and DNA repair;DNA repair;nucleus	None	Mus musculus;Mus musculus;Mus musculus;Mus musculus;Mus musculus	DNA polymerase delta subunit 2;Proliferating cell nuclear antigen;DNA polymerase delta catalytic subunit;DNA polymerase delta subunit 4;DNA polymerase delta subunit 3	None	10219083	Pold2;Pcna;Pold1;Pold4;Pold3	Pold4 (=p66) is not absolutely necessary for polymerase activity.
294	DNA polymerase delta complex	Mouse	None	None	O35654;P52431;Q9CWP8;Q9EQ28	18972;18971;69745;67967	MI:0004- affinity chromatography technologies; MI:0029- cosedimentation through density gradients	GO:0006260;GO:0005634	DNA replication;nucleus	10.01.03;70.10	DNA synthesis and replication;nucleus	None	Mus musculus;Mus musculus;Mus musculus;Mus musculus	DNA polymerase delta subunit 2;DNA polymerase delta catalytic subunit;DNA polymerase delta subunit 4;DNA polymerase delta subunit 3	None	10219083	Pold2;Pold1;Pold4;Pold3	Pold4 (=p66) is not absolutely necessary for polymerase activity.
295	PCNA-DNA ligase complex	Mouse	None	FM3A cells	O35654;P17918;P37913;Q9EQ28	18972;18538;16881;67967	MI:0004- affinity chromatography technologies; MI:0029- cosedimentation through density gradients	GO:0006260;GO:0006281;GO:0005634	DNA replication;DNA repair;nucleus	10.01.03;10.01.05;10.01.05.01;70.10	DNA synthesis and replication;DNA recombination and DNA repair;DNA repair;nucleus	None	Mus musculus;Mus musculus;Mus musculus;Mus musculus	DNA polymerase delta subunit 2;Proliferating cell nuclear antigen;DNA ligase 1;DNA polymerase delta subunit 3	None	10219083	Pold2;Pcna;Lig1;Pold3	None
